step,att_err_deg,ax,ay,az,sonar_range,map_depth,x,y,z,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,dr_x,dr_y,dr_z,dr_vx,dr_vy,dr_vz
73,0.17107252120291297,-0.02854136895042074,-0.019599381722829243,-0.16224632514728832,64.4921568627451,-65.32720184326172,-18.416397,-8.190137,-0.5151377,-18.311826863533454,-11.642582847802533,-0.6272150154002013,0.9854221894146438,-0.9493275534121121,-0.23343820802912998,-18.295403160376537,-11.658404973692736,-1.4196374344090017,0.9854221894146438,-0.9493275534121121,-0.631553059963291
74,0.21130675165846804,0.05978737116150714,0.0152924014397351,-0.1506621026160282,64.4921568627451,-65.34558868408203,-18.388311,-8.152071,-0.51072264,-18.278946242013433,-11.67421860380436,-0.6288937283453313,0.987415101786694,-0.9488178066974542,-0.23376531724088384,-18.262489323650314,-11.690032233915984,-1.4408566054106848,0.987415101786694,-0.9488178066974542,-0.6365751300504919
75,0.18101671774082345,0.08888989252507318,-0.046342196039371134,-0.058001448764549934,64.4921568627451,-65.3633804321289,-18.36027,-8.113784,-0.50625145,-18.245983022013583,-11.705871609692073,-0.6304874688064617,0.9903780982041964,-0.9503625465654332,-0.23098803891223102,-18.22947672037684,-11.721710985468166,-1.4621402224665507,0.9903780982041964,-0.9503625465654332,-0.6385085116759769
76,0.21225171286542188,0.11078071186139524,0.048568584596300965,-0.09230914426012049,64.4921568627451,-65.38058471679688,-18.332275,-8.075276,-0.5017259,-18.212908873900187,-11.737523378697256,-0.6319601939941961,0.9940707885995763,-0.9487435937455565,-0.22933505456624492,-18.19634102742352,-11.75333577192635,-1.4835264052382613,0.9940707885995763,-0.9487435937455565,-0.6415854831513143
77,0.2520636539727854,0.07858471824991324,0.041058770285080204,-0.11536921367705233,64.4921568627451,-65.3971939086914,-18.304333,-8.0365505,-0.4971478,-18.17972952277006,-11.769125354727505,-0.6333384770251642,0.9966902792079068,-0.9473749680693871,-0.22842674712609207,-18.16311801811659,-11.784914937528663,-1.5050407760251685,0.9966902792079068,-0.9473749680693871,-0.645431123607216
78,0.22528632967561774,0.04577677562117336,-0.035032854675500213,-0.09978083252508974,64.4921568627451,-65.41316986083984,-18.276442,-7.9976077,-0.4925188,-18.14648108192112,-11.80072398302686,-0.6346208058350652,0.9982161717286125,-0.9485427298919038,-0.22697005587007218,-18.129844145725638,-11.81653302852506,-1.5266660144037703,0.9982161717286125,-0.9485427298919038,-0.6487571513580523
79,0.30421261991591936,0.014347443452571365,-0.027978595245804545,-0.15129268494496806,64.4921568627451,-65.42852020263672,-18.248608,-7.9584494,-0.48784062,-18.11319923872825,-11.832357617687281,-0.6358207551018323,0.9986944198436982,-0.9494753497334306,-0.2271965265581266,-18.096554331730847,-11.848182206849508,-1.548459355765644,0.9986944198436982,-0.9494753497334306,-0.6538002408562179
80,0.2853968324866619,0.03306246567788895,0.07204856426482845,-0.07767595504855862,64.4921568627451,-65.44327545166016,-18.22083,-7.919076,-0.48311493,-18.07989105669697,-11.863966769031583,-0.6369210044095609,0.9997965020329612,-0.947073730924603,-0.22493127204159524,-18.06322778166308,-11.879751331213662,-1.5703390037442386,0.9997965020329612,-0.947073730924603,-0.6563894393578366
81,0.30147012172046594,-0.03895711679098314,-0.056818384108325515,-0.09863542351454413,64.4921568627451,-65.45741271972656,-18.193117,-7.87949,-0.4783433,-18.046586149471864,-11.895567459164686,-0.6378888613153133,0.9984979314732618,-0.9489676770615472,-0.22332423946143093,-18.02994451728064,-11.911383587115713,-1.5923282466378494,0.9984979314732618,-0.9489676770615472,-0.6596772868083214
82,0.2877331395260567,-0.004112971626392162,-0.1242544818396273,-0.20407766864724763,64.4921568627451,-65.47093200683594,-18.165468,-7.8396916,-0.47352737,-18.01330517007366,-11.927268745334427,-0.6387874803174122,0.9983608324190487,-0.9531094931228681,-0.2251863418453568,-17.99666582286667,-11.943153903553142,-1.6145442424966239,0.9983608324190487,-0.9531094931228681,-0.6664798757632296
83,0.29181459153646117,0.003508375647851487,-0.007774252434047654,-0.13327567955906972,64.4921568627451,-65.48390197753906,-18.137884,-7.799682,-0.46866873,-17.980024526562108,-11.959043380800987,-0.6396290911446784,0.9984777782739771,-0.9533686348706697,-0.2246378142650791,-17.963383230257538,-11.974932858048831,-1.6369083224437972,0.9984777782739771,-0.9533686348706697,-0.6709223984151986
84,0.32286387870215916,0.003836195471054741,-0.047980545027497705,-0.16234052746981753,64.4921568627451,-65.49632263183594,-18.110369,-7.759463,-0.46376884,-17.94673980273327,-11.990848991155024,-0.6403850706945541,0.9986056514563456,-0.9549679863715863,-0.22500393341912203,-17.930096375208993,-12.006765124261218,-1.6594527807548258,0.9986056514563456,-0.9549679863715863,-0.6763337493308592
85,0.3519635638683895,0.10552161679279906,0.07778715876401396,-0.18086290709632813,64.4921568627451,-65.50821685791016,-18.082924,-7.719034,-0.45882925,-17.913394324564283,-12.022638042279208,-0.6410755194212449,1.0021230386827722,-0.9523750810794525,-0.22592912956636893,-17.896692273919566,-12.0385109602972,-1.682198197851517,1.0021230386827722,-0.9523750810794525,-0.6823625129007368
86,0.4047107654114688,0.003476155071023699,0.08578009107156653,-0.19868201768096228,64.4921568627451,-65.51956939697266,-18.055553,-7.678398,-0.45385143,-17.879988292077595,-12.05433622270904,-0.6417133573004845,1.002238910518473,-0.9495157447104002,-0.22738526023671585,-17.863284310235617,-12.070161485120881,-1.7051643727456316,1.002238910518473,-0.9495157447104002,-0.6889852468234355
87,0.4030897362107572,0.048146953949998406,-0.044532563902742114,-0.2937208264721356,64.88235294117646,-65.53036499023438,-18.028257,-7.6375546,-0.44883677,-17.846553580085896,-12.086011487846,-0.6382358398329526,1.003843808983473,-0.9510001635071583,-0.22890668286620725,-17.829822849936168,-12.10186149057112,-1.728456904113604,1.003843808983473,-0.9510001635071583,-0.6987759410391734
88,0.31200304781583854,0.07659006021846566,0.020785474602074198,-0.17171332417270158,64.88235294117646,-65.54063415527344,-18.001038,-7.596505,-0.44378817,-17.81304956975299,-12.117699945810347,-0.6348740905964917,1.006396810990755,-0.9503073143537558,-0.226465745844199,-17.79627628956981,-12.133538401049577,-1.7519402280639906,1.006396810990755,-0.9503073143537558,-0.7044997185115968
89,0.3261225798396031,0.01447469893797253,0.04482827391585451,-0.16479857443332335,64.88235294117646,-65.5504379272461,-17.973896,-7.55525,-0.4387084,-17.779494967887224,-12.149351951692186,-0.6315479342988868,1.006879300955354,-0.9488130385565606,-0.22388866235089896,-17.76271364620463,-12.165165502334796,-1.7756066615415254,1.006879300955354,-0.9488130385565606,-0.7099930043260408
90,0.30865735299349945,-0.06269399598802902,-0.06042771076558759,-0.1885769033175837,64.88235294117646,-65.55974578857422,-17.946835,-7.5137906,-0.43360004,-17.745967154519814,-12.18101262392783,-0.628257878582268,1.0047895010890864,-0.9508272955820802,-0.22218849016634146,-17.729220662834994,-12.196859745520864,-1.7994826249116351,1.0047895010890864,-0.9508272955820802,-0.7162789011032936
91,0.310172789637042,0.08206992607351699,0.14709430200319834,-0.2854242337730586,64.88235294117646,-65.56861877441406,-17.919857,-7.4721274,-0.4284656,-17.712428576746802,-12.21262514805723,-0.6250597348881549,1.007525165291537,-0.9459241521819737,-0.22378947204718563,-17.695636490658607,-12.228390550593597,-1.8236757263192704,1.007525165291537,-0.9459241521819737,-0.7257930422290623
92,0.31969031526284336,-0.040120691737488945,-0.00977302932826457,-0.2651926915527696,64.88235294117646,-65.57706451416016,-17.892962,-7.430261,-0.42330745,-17.678866693843602,-12.2441613825907,-0.6219833249876509,1.0061878089002874,-0.9462499198262492,-0.22477685348058452,-17.662096897028597,-12.259932214587804,-1.8481634862730756,1.0061878089002874,-0.9462499198262492,-0.7346327986141545
93,0.32651245184360045,-0.06276970281186357,0.054971127089414706,-0.3148294402628764,64.88235294117646,-65.5850601196289,-17.866152,-7.3881927,-0.41812778,-17.64536197227071,-12.275672507069858,-0.6190317902742,1.0040954854732251,-0.9444175489232687,-0.22746752194747394,-17.628627047512822,-12.291412799551914,-1.8730010567160618,1.0040954854732251,-0.9444175489232687,-0.7451271132895837
94,0.31499229675441376,0.04900105633157338,0.017691032998054152,-0.22660520859676403,64.88235294117646,-65.59266662597656,-17.83943,-7.345923,-0.4129287,-17.61186489994586,-12.307143263682303,-0.6161728476503447,1.0057288540176108,-0.9438278478233335,-0.22725617017703464,-17.595102752378903,-12.322873727812691,-1.8980904107241554,1.0057288540176108,-0.9438278478233335,-0.7526806202428091
95,0.2567398223125058,-0.04151648361634805,-0.018409284868765564,-0.28028307797376506,64.88235294117646,-65.59988403320312,-17.812794,-7.303452,-0.40771216,-17.57836366952506,-12.338614419323562,-0.613377958337674,1.0043449712303991,-0.9444414906522923,-0.2288643535877898,-17.561624586671222,-12.354355110834435,-1.923491190374442,1.0043449712303991,-0.9444414906522923,-0.7620233895086013
96,0.26910278069884846,0.011234292341024653,0.010571630948445335,-0.19674038515602987,64.88235294117646,-65.60677337646484,-17.78625,-7.260782,-0.40248004,-17.54487926254386,-12.370089929217,-0.6106231036949072,1.0047194476417667,-0.9440891029540108,-0.22771123038763044,-17.528133938416495,-12.38582474759957,-1.9491105704526799,1.0047194476417667,-0.9440891029540108,-0.7685814023471356
97,0.23769470869509424,-0.007457929248451652,-0.07502617703947999,-0.31008048652473796,64.88235294117646,-65.61331176757812,-17.759794,-7.2179117,-0.39723405,-17.51139275758316,-12.401601247191602,-0.6079167101326528,1.0044708500001516,-0.9465899755219935,-0.2303524550101636,-17.494651576749824,-12.417377746783636,-1.975074484404834,1.0044708500001516,-0.9465899755219935,-0.7789174185646268
98,0.22587993502784437,-0.006534743895635816,-0.04125913050059765,-0.127285201901584,64.88235294117646,-65.61953735351562,-17.73343,-7.174843,-0.39197588,-17.477914026329763,-12.433177168114835,-0.6052147963264154,1.0042530252036304,-0.9479652798720134,-0.22691198434449888,-17.461176475909703,-12.448976589446037,-2.001179826359101,1.0042530252036304,-0.9479652798720134,-0.783160258628013
99,0.22935467847413202,0.0532842121745256,-0.04847259311386695,-0.262533916546392,64.88235294117646,-65.62548065185547,-17.70716,-7.131576,-0.3867072,-17.444409323149547,-12.464802939995632,-0.6024874802655075,1.0060291656094478,-0.949581032975809,-0.22798801292717694,-17.427642170389387,-12.480629290545231,-2.0275768726650867,1.0060291656094478,-0.949581032975809,-0.7919113891795594
100,0.23845920244653274,-0.06701580609637223,0.027837500325485424,-0.18466536647955678,64.88235294117646,-65.63116455078125,-17.680984,-7.0881114,-0.38142946,-17.410912248632616,-12.496440175816868,-0.5997620160416394,1.0037953054062354,-0.9486531162982929,-0.2264726405144431,-17.394182326875846,-12.512251061088508,-2.054179102711605,1.0037953054062354,-0.9486531162982929,-0.7980669013955446
101,0.2598433156536281,-0.00022788167398076625,-0.04849067308014578,-0.23186585872153032,64.88235294117646,-65.63651275634766,-17.654903,-7.04445,-0.3761442,-17.377452531720007,-12.528088885622967,-0.597017086338691,1.0037877093504362,-0.950269472067631,-0.22653124128482302,-17.360722736564163,-12.543926710157429,-2.081038961490036,1.0037877093504362,-0.950269472067631,-0.8057957633529289
102,0.2514048491197102,0.10125239021325413,-0.049127047478387725,-0.20616863872989555,64.88235294117646,-65.6416015625,-17.628918,-7.000592,-0.37085286,-17.343936690080426,-12.559791827496044,-0.5942607651453121,1.0071627890242112,-0.9519070403169106,-0.22573072829404311,-17.32715064359669,-12.575656944834659,-2.1081278965337225,1.0071627890242112,-0.9519070403169106,-0.812668051310592
103,0.23921181668694055,0.013020133363386116,0.03710498630831176,-0.25773986981569585,64.88235294117646,-65.64641571044922,-17.60303,-6.9565377,-0.36555678,-17.310357363705528,-12.591501448291991,-0.5915029065577276,1.0075967934696575,-0.9506702074399669,-0.22664319324515048,-17.293564083814367,-12.607345951749325,-2.1355032092105373,1.0075967934696575,-0.9506702074399669,-0.8212593803044486
104,0.20985300459099418,-0.02243886777104441,-0.09460281168999708,-0.3655047728292331,64.88235294117646,-65.65094757080078,-17.57724,-6.912288,-0.3602573,-17.276783269960855,-12.623243012324263,-0.5888232639809516,1.0068488312106227,-0.9538236344963001,-0.23113522823636012,-17.260002456107348,-12.639140072899202,-2.163284638301607,1.0068488312106227,-0.9538236344963001,-0.8334428727320896
105,0.22753266935572247,0.027301025008170006,0.00917492588358517,-0.30781485866105207,64.88235294117646,-65.6551513671875,-17.55155,-6.8678436,-0.35495564,-17.243206475017722,-12.655032036293093,-0.5862394246188459,1.0077588653775618,-0.953517803633514,-0.2336842501925338,-17.226410493928096,-12.670923999686986,-2.1914080839023002,1.0077588653775618,-0.953517803633514,-0.8437033680207914
106,0.2091273644247812,0.015315342075317828,-0.07470761867692263,-0.30749673512925213,64.88235294117646,-65.65910339355469,-17.525957,-6.823204,-0.34965298,-17.209606004315095,-12.686857467313475,-0.5837117048584743,1.0082693767800723,-0.9560080575894114,-0.23619748249049569,-17.192801514702094,-12.702790934939966,-2.2198731925420256,1.0082693767800723,-0.9560080575894114,-0.8539532591917665
107,0.23923213092180984,-0.02818061862789887,-0.024144173610557897,-0.23791169656893985,64.88235294117646,-65.66275787353516,-17.500467,-6.7783704,-0.3443504,-17.17601268098833,-12.718737815996239,-0.5811956096915953,1.007330022825809,-0.95681286337643,-0.23636233546096477,-17.159223847274568,-12.734684697052513,-2.248602647511272,1.007330022825809,-0.95681286337643,-0.8618836490773978
108,0.25372660130745034,0.06515948666895696,-0.07550893188436565,-0.330929063197436,64.88235294117646,-65.66616821289062,-17.475077,-6.7333426,-0.3390489,-17.142398813845986,-12.750673527515389,-0.5786986454319972,1.0095020057147743,-0.9593298277725756,-0.2395954206625356,-17.125573780417408,-12.766662357978266,-2.277699801439627,1.0095020057147743,-0.9593298277725756,-0.8729146178506456
109,0.2593716804138976,0.015903271256447468,-0.1100863213050026,-0.15575194115155,64.88235294117646,-65.6692886352539,-17.44979,-6.6881213,-0.33374944,-17.10873991183813,-12.782712347508532,-0.5761717194452364,1.010032114756656,-0.9629993718160756,-0.23695508475213217,-17.091906043258852,-12.798762337038802,-2.306970013080372,1.010032114756656,-0.9629993718160756,-0.878106349222364
110,0.31233604114746144,-0.08341662608532704,-0.04690905104779078,-0.17883789671035366,64.88235294117646,-65.67208862304688,-17.424604,-6.6427064,-0.32845306,-17.07511851724962,-12.814838387152983,-0.5735309571910922,1.0072515605538117,-0.964563006851002,-0.2350513355019784,-17.058330991240393,-12.830914437267168,-2.33643893349524,1.0072515605538117,-0.964563006851002,-0.8840676124460424
111,0.31219894570335005,0.02229794880355116,0.004895170590255366,-0.33355974343854555,64.88235294117646,-65.67461395263672,-17.399523,-6.597099,-0.32316065,-17.041531077481824,-12.846987767842133,-0.5708714144750692,1.0079948255139302,-0.9643998344979935,-0.23827005399805318,-17.02473116372326,-12.863061098417102,-2.366278475847262,1.0079948255139302,-0.9643998344979935,-0.8951862705606606
112,0.2769936364838883,-0.005938406599970053,0.04349871157044666,-0.2558913689825548,64.88235294117646,-65.67684173583984,-17.374544,-6.5512986,-0.31787315,-17.00793454907947,-12.879110263041195,-0.5682300422076235,1.0077968786272644,-0.9629498774456453,-0.23886140803661926,-16.991137934435685,-12.89515942766529,-2.396402341942598,1.0077968786272644,-0.9629498774456453,-0.903715982860079
113,0.31320115258404124,-0.08517603368800858,-0.06444052925563563,-0.18500714041655186,64.88235294117646,-65.67867279052734,-17.34967,-6.505306,-0.31259143,-16.97438863981061,-12.911244392583413,-0.5655218013220543,1.0049576775043307,-0.9650978950874999,-0.2370506227793174,-16.95763934518554,-12.92732935750154,-2.426731771527286,1.0049576775043307,-0.9650978950874999,-0.9098828875406307
114,0.24334523740119998,0.014046846012793102,-0.05671188875344968,-0.26372405168909197,64.88235294117646,-65.68014526367188,-17.324902,-6.4591208,-0.3073164,-16.940882246757123,-12.943445829024526,-0.5627488611326901,1.0054259057047572,-0.9669882913792816,-0.237823771767788,-16.924125148328717,-12.959562300547516,-2.4573542278360723,1.0054259057047572,-0.9669882913792816,-0.9186736892636005
115,0.2296278184884939,0.008016529903650746,-0.08166337560721024,-0.2826446838397967,64.88235294117646,-65.68130493164062,-17.30024,-6.4127436,-0.30204883,-16.907363596272575,-12.975724140612506,-0.5599612246940577,1.0056931233682123,-0.9697104038995219,-0.23918552010515506,-16.890602044216443,-12.9918859806775,-2.48829073379357,1.0056931233682123,-0.9697104038995219,-0.9280951787249271
116,0.23672610879304054,0.0012435855552365704,-0.038107259264358866,-0.3053435940077325,64.88235294117646,-65.68209075927734,-17.275682,-6.366175,-0.29678962,-16.873839801279438,-13.008068991442082,-0.5571762542668115,1.0057345762200536,-0.9709806458750005,-0.2412586217710835,-16.857077558342443,-13.024252002206667,-2.5195665104110763,1.0057345762200536,-0.9709806458750005,-0.9382732985251848
117,0.2428398208569556,0.008756650619053029,-0.07406975079230191,-0.2542927904463834,64.88235294117646,-65.68245697021484,-17.251234,-6.319415,-0.29153955,-16.84031045059954,-13.040476162832801,-0.5543730162373148,1.006026464574022,-0.9734496375680772,-0.24158208013643942,-16.82354334285664,-13.056700323458937,-2.551124834573523,1.006026464574022,-0.9734496375680772,-0.9467497248733976
118,0.21806005780812432,-0.0742090254741669,-0.03693025061165213,-0.2568032839454286,64.88235294117646,-65.68238830566406,-17.22689,-6.2724633,-0.28629935,-16.80681746235011,-13.072945000890966,-0.5515207701531742,1.0035528303915497,-0.9746806459217989,-0.2419397194039857,-16.79009158184359,-13.089189678322997,-2.582968495718131,1.0035528303915497,-0.9746806459217989,-0.9553098343382452
119,0.24786855638609395,-0.07914642842038734,-0.0995558464059366,-0.266992915197795,64.88235294117646,-65.68191528320312,-17.202656,-6.225321,-0.28106982,-16.77340967157507,-13.105489664558585,-0.5486229509243876,1.0009146161108702,-0.9779991741353301,-0.242586119243885,-16.75672776130656,-13.121789650794176,-2.6151088156574036,1.0009146161108702,-0.9779991741353301,-0.9642095981781718
120,0.2336801635244286,-0.04590562599780752,-0.02824437420353628,-0.3099490721018814,64.88235294117646,-65.68106079101562,-17.178528,-6.177987,-0.27585164,-16.740071354163593,-13.138105328348765,-0.5457044357944006,0.9993844285776099,-0.978940653275448,-0.24461138434332974,-16.72341494702064,-13.154421005903357,-2.647593523454567,0.9993844285776099,-0.978940653275448,-0.9745412339149011
121,0.25933664491278013,-0.007386139790176351,-0.07552140064124334,-0.25613186738170235,69.95490196078431,-65.6797866821289,-17.154509,-6.1304626,-0.27064556,-16.706762643288666,-13.170778639791635,-0.4931500436770908,0.9991382239179374,-0.9814580332968228,-0.20790627678024798,-16.690110339556707,-13.187136273679918,-2.680362822215488,0.9991382239179374,-0.9814580332968228,-0.9830789628276245
122,0.23146507239232803,-0.04139473208702369,-0.0533297960169715,-0.2122930770527276,69.95490196078431,-65.67800903320312,-17.130598,-6.082747,-0.26547077,-16.673481032898117,-13.20352353523265,-0.4417892351252247,0.9977583995150366,-0.9832356931640551,-0.17153614440039805,-16.656851726239537,-13.219910796785387,-2.7133680021731337,0.9977583995150366,-0.9832356931640551,-0.9901553987293821
123,0.22684163645041358,-0.06995287961115701,-0.19496953093700917,-0.15415393999804117,69.95490196078431,-65.67574310302734,-17.106796,-6.034841,-0.2603453,-16.640261282291842,-13.236406374744194,-0.39155883005412073,0.9954266368613314,-0.9897346775286221,-0.1349771963590943,-16.62367083834416,-13.252901952703008,-2.746544464286333,0.9954266368613314,-0.9897346775286221,-0.9952938633959835
124,0.1994619916898606,-0.0249099653845848,-0.06743293367461806,-0.22623977582637522,69.95490196078431,-65.67298889160156,-17.083105,-5.986745,-0.25528598,-16.607094233266125,-13.269434993402745,-0.3424597341024172,0.9945963046818452,-0.9919824419844427,-0.1025239477023033,-16.5905176281881,-13.285968034102488,-2.7799723039282282,0.9945963046818452,-0.9919824419844427,-1.0028351892568625
125,0.22360067415223267,-0.0075516257124929285,-0.14254992410074202,-0.17865533108603238,69.95490196078431,-65.66971588134766,-17.05952,-5.9384575,-0.25030842,-16.57394521845768,-13.302580269204505,-0.29449775927583505,0.9943445838247621,-0.9967341061211341,-0.07014136960892836,-16.557372808727273,-13.319192504306526,-2.8135986494935525,0.9943445838247621,-0.9967341061211341,-1.0087903669597302
126,0.1869574593216425,-0.05529404456459455,-0.15105603236706777,-0.09006593473843694,69.95490196078431,-65.66594696044922,-17.036049,-5.88998,-0.2454273,-16.5408311179105,-13.335888659426525,-0.24759333739996278,0.9925014490059423,-1.0017693072000364,-0.03642050815350875,-16.52428942709374,-13.352584814546528,-2.8473250683196976,0.9925014490059423,-1.0017693072000364,-1.0117925647843449
127,0.16096909319572972,-0.06351445857801197,-0.09677855613423164,-0.1755733368017598,69.95490196078431,-65.66155242919922,-17.012686,-5.8413115,-0.2406562,-16.50778302208729,-13.369334735531046,-0.2017394737146592,0.9903843003866752,-1.0049952590711775,-0.007122361611700906,-16.491276617080853,-13.386084656515568,-2.8812465686311777,0.9903843003866752,-1.0049952590711775,-1.0176450093444036
128,0.1347897095213233,-0.035093997902668796,-0.07374946519215088,-0.093564853673751,69.95490196078431,-65.65667724609375,-16.989433,-5.7924523,-0.23600778,-16.474789708739902,-13.402875549425191,-0.15693394827330265,0.9892145004565863,-1.0074535745775826,0.02337741048629658,-16.458302800398968,-13.41966644233482,-2.915272029891184,0.9892145004565863,-1.0074535745775826,-1.0207638378001953
129,0.150690753300754,-0.0025000443665360705,-0.12553122041582926,-0.15594431979837786,69.95490196078431,-65.65113830566406,-16.96629,-5.7434025,-0.23149376,-16.441817280971552,-13.436527074811343,-0.11316016332587842,0.9891311656443684,-1.0116379485914435,0.0503066167171424,-16.425331761544157,-13.453387707287868,-2.9494707626176333,0.9891311656443684,-1.0116379485914435,-1.0259619817934746
130,0.1519796574020068,-0.03466545903493867,-0.12813494176900192,-0.07661476501926145,69.95490196078431,-65.64501953125,-16.943258,-5.6941614,-0.22712499,-16.408865500705094,-13.470319525843152,-0.07040400959926427,0.9879756503432038,-1.015909113317077,0.0784279979120588,-16.39239923986605,-13.487251344398437,-2.9837546228607703,0.9879756503432038,-1.015909113317077,-1.0285158072941167
131,0.1490807212878372,-0.05296702086908612,-0.17629673746431163,-0.23784514087060948,69.95490196078431,-65.63826751708984,-16.920338,-5.6447296,-0.22291148,-16.375962405149693,-13.504281105585646,-0.028703216862062515,0.986210082980901,-1.0217856712325541,0.09976344116048783,-16.359525570433355,-13.521310866772856,-3.0183027554826527,0.986210082980901,-1.0217856712325541,-1.0364439786564703
132,0.1246209047636611,0.021493785022524053,-0.188498518877364,-0.057857311495840946,69.95490196078431,-65.63090515136719,-16.897528,-5.595106,-0.21886244,-16.343076794725317,-13.53844534935944,0.011959970638822384,0.9869265424816518,-1.028068955195133,0.1257262214325586,-16.3266280190173,-13.555579831946027,-3.052915174006197,0.9869265424816518,-1.028068955195133,-1.0383725557063317
133,0.09875269771661023,0.026876788385484972,-0.15495041475521737,-0.20455222500190473,69.95490196078431,-65.62287139892578,-16.874828,-5.545291,-0.21498628,-16.310164311760158,-13.572800398096364,0.051611415556448756,0.9878224354278347,-1.033233969020307,0.14546540529996047,-16.293700604503037,-13.590020964246703,-3.0877548727797435,0.9878224354278347,-1.033233969020307,-1.0451909632063952
134,0.12379511729335549,-0.02728083059188199,-0.08614370248658391,-0.11307497695250923,69.95490196078431,-65.61404418945312,-16.85224,-5.4952846,-0.2112907,-16.27725205326289,-13.607289388009534,0.09023085178425275,0.9869130744081053,-1.0361054257698596,0.16695997706285984,-16.260803502022767,-13.624557811772364,-3.1227202104165706,0.9869130744081053,-1.0361054257698596,-1.048960129104812
135,0.11454300881151867,-0.021169272027311475,-0.15320166558337894,-0.10334491687202352,69.95490196078431,-65.60458374023438,-16.829762,-5.445086,-0.20778267,-16.244366711489302,-13.64191134757163,0.12788092687707656,0.9862074320071949,-1.0412121479559722,0.18752107158341125,-16.227929920955862,-13.659264883370897,-3.157800375738811,0.9862074320071949,-1.0412121479559722,-1.052404959667213
136,0.16095457373041863,-0.07260429700220929,-0.07669217447533423,-0.017145243099873753,69.95490196078431,-65.5943374633789,-16.807396,-5.394695,-0.20446853,-16.211533466142953,-13.676661025933761,0.16462067412444106,0.9837872887737878,-1.0437685537718167,0.20973240405973775,-16.19513701133007,-13.694057168496624,-3.1928995913311624,0.9837872887737878,-1.0437685537718167,-1.052976467770542
137,0.14480700445409517,-0.05015098825703821,-0.09931274655580419,-0.09882382140975032,69.95490196078431,-65.58338165283203,-16.785143,-5.3441114,-0.20135397,-16.178768418177302,-13.711508484807574,0.2004579422693351,0.9821155891652199,-1.04707897865701,0.22803168366852722,-16.16239982502456,-13.728959801118524,-3.2281086111695245,0.9821155891652199,-1.04707897865701,-1.056270595150867
138,0.1261090255324871,-0.032629002258625535,-0.026859139329235657,-0.029647240898686533,69.95490196078431,-65.57170867919922,-16.762999,-5.293335,-0.19844411,-16.146049359095272,-13.746426039173546,0.2353920214188128,0.9810279557565991,-1.047974283301318,0.24748098223380344,-16.129698893166008,-13.763892277228567,-3.263350572386663,0.9810279557565991,-1.047974283301318,-1.0572588365141566
139,0.0504579524033334,0.05927053353093561,-0.07349915900485857,-0.16229405783190387,69.95490196078431,-65.55926513671875,-16.740969,-5.2423654,-0.19574355,-16.113315499162535,-13.781399348149703,0.26939659893994694,0.9830036402076302,-1.0504242552681466,0.26138768819609864,-16.096932105159087,-13.798906419070839,-3.2987728603347257,0.9830036402076302,-1.0504242552681466,-1.0626686384418869
140,0.0907812156256084,-0.06615746719277435,-0.08880672579869707,-0.11094322555417335,69.95490196078431,-65.54600524902344,-16.71905,-5.1912026,-0.19325629,-16.080585465304054,-13.816462827061862,0.3024385222367942,0.9807983913012044,-1.0533844794614367,0.27592138584492315,-16.064238825449046,-13.834019235052887,-3.3343184185334045,0.9807983913012044,-1.0533844794614367,-1.0663667459603594
141,0.09475676607282854,0.05848743917041863,-0.07826571380910081,-0.12180761819690744,69.95490196078431,-65.53202819824219,-16.69724,-5.139846,-0.19098583,-16.04785969257225,-13.851619123996027,0.3345505859186513,0.982747972606885,-1.0559933365884067,0.2890424481394575,-16.03148055969548,-13.869219012939167,-3.3699993185300796,0.982747972606885,-1.0559933365884067,-1.0704269999002562
142,0.14708922024591642,0.04317683591020116,-0.05008185090171231,-0.07334881768155732,69.95490196078431,-65.51728820800781,-16.675545,-5.088296,-0.18893516,-16.015077439687623,-13.88684672513281,0.3657638040915488,0.9841872004705583,-1.0576627316184637,0.3027616080343197,-15.998674319679797,-13.90447443732645,-3.4057617172130676,0.9841872004705583,-1.0576627316184637,-1.0728719604896415
143,0.08181318192057473,-0.026180407644289732,-0.13057736128515013,-0.030537290374672565,69.95490196078431,-65.50169372558594,-16.653961,-5.0365515,-0.18710682,-15.982285744342851,-13.922174692498583,0.39613783846882783,0.9833145202157486,-1.0620153103279686,0.31692226670208246,-15.965897169005938,-13.939874947670715,-3.4415580462186943,0.9833145202157486,-1.0620153103279686,-1.0738898701687973
144,0.15680961934649038,-0.001856988121226524,-0.10205408915509862,-0.13601244868974405,69.95490196078431,-65.4853515625,-16.632488,-4.984613,-0.18550287,-15.94950962532906,-13.957631899559045,0.42564792185871464,0.9832526206117077,-1.0654171132998052,0.3266132563151184,-15.933122081652215,-13.975388851447375,-3.4775055001673096,0.9832526206117077,-1.0654171132998052,-1.0784236184584555
145,0.08666113697652057,0.042714660941562003,0.004205497347846657,-0.046370681289536364,69.95490196078431,-65.46815490722656,-16.611128,-4.93248,-0.18412502,-15.916710807608148,-13.99314346694829,0.4542971794949871,0.9846764426430931,-1.065276930054877,0.33837085545295864,-15.900299533564112,-14.010898082449204,-3.5135044770951356,0.9846764426430931,-1.065276930054877,-1.0799693078347734
